id,diretoria,pai_setor,setor,nome_setor,categoria_hub,subcategoria_geo,nat,tipo,situacao_2024,centro_custo,cod_ua,endereco,bairro,cep,telefones,emails,latitude,longitude,street_view,como_chegar,flag_geo,regra_classificacao,observacao,global_id
216,DLU,LRB,BCG,Coordenadoria de Apoio e Gestão,Operacional,Unidade administrativa,ADM,COORDENADORIA,Unid. Adm.,46010000,45618.0,"Avenida Afonso de Taunay, 225",Barra da Tijuca,22621310,988696588,jaqueline.nascimento@prefeitura.rio / jaqueline.comlurb@gmail.com,-23.00968568932632,-43.31278346353466,"http://maps.google.com/maps?q=&layer=c&cbll=-23.00968569,-43.31278346",,OK,"Natureza OP, unidade operacional ou diretoria operacional",,{D2D07199-B9EA-42B1-9899-2144CC8D612D}
217,DLU,LGE,LDO,Divisão de Remoção Oeste,Operacional,Unidade operacional,OP,DIVISÃO,"ETR, Unid. Oper.",40020500,14894.0,"Rua Américo de Souza Braga, 649",Vargem Pequena,22783-385,21988991820,mauricio.bayer@prefeitura.rio / comlurb_vdo@rio.rj.gov.br,-22.98453074385994,-43.45186063582203,"http://maps.google.com/maps?q=&layer=c&cbll=-22.98453074,-43.45186064",,OK,"Natureza OP, unidade operacional ou diretoria operacional",,{22F24C9D-15DD-4869-B534-3E9BCCF38C3B}
218,DLU,SD21P,SD21P-P,Divisão de Serviços Paquetá - Parque,Operacional,Unidade operacional,,VIRTUAL,Unid. Oper.,41024001,14931.0,"Praia José Bonifácio, 31",Paquetá,20396-140,,,-22.76002994469349,-43.11031218074865,"http://maps.google.com/maps?q=&layer=c&cbll=-22.76002994,-43.11031218",,OK,"Natureza OP, unidade operacional ou diretoria operacional","Setor virtual: pode aparecer como apoio/hierarquia, não necessariamente como ponto físico.",{D3F8412F-F36F-4AAF-BAE0-1F4C705472D9}
219,DLU,NG11P,NG11P-P,Gerência Penha - Parque,Operacional,Unidade operacional,,VIRTUAL,Unid. Oper.,45020001,14964.0,"Rua Mafra, 51",Penha Circular,21011-641,98094-4657,dsn.ng11p@gmail.com,-22.82927004085363,-43.27766013452785,"http://maps.google.com/maps?q=&layer=c&cbll=-22.82927004,-43.27766013",,OK,"Natureza OP, unidade operacional ou diretoria operacional","Setor virtual: pode aparecer como apoio/hierarquia, não necessariamente como ponto físico.",{A17E9BE7-CD95-43A9-9E89-0BA93284A8A5}
220,DLU,LRN,NGE,Gerência de Serviços Extraordinários e Pronto Emprego,Operacional,Unidade operacional,OP,GERÊNCIA,Unid. Oper.,45120000,45324.0,"Rua Cuba, 391",Penha,21020-160,98094-6135 / 98094-6481 / 98094-5855 / 98094-6405 / 98094-6586,gilson.nogueira@prefeitura.rio / dsn.nge@gmail.com,-22.82927004085363,-43.27766013452785,"http://maps.google.com/maps?q=&layer=c&cbll=-22.82927004,-43.27766013",,OK,"Natureza OP, unidade operacional ou diretoria operacional",,{D025BBF6-8E72-4AA2-B2B4-432E26832852}
221,DLU,LCF,LIJ,Divisão de Planejamento e Controle de Produção,Operacional,Unidade operacional,OP,DIVISÃO,Unid. Oper.,40060100,45836.0,"Avenida Manuel Caldeira de Alvarenga, 1215",Campo Grande,23070-200,995211849,paulo.cruz@prefeitura.rio,-22.90000251323228,-43.57726692901039,"http://maps.google.com/maps?q=&layer=c&cbll=-22.90000251,-43.57726693",,OK,"Natureza OP, unidade operacional ou diretoria operacional",,{C1D7BDBB-5D81-4DF2-9F3C-F305E7DEF579}
222,DLU,LRO,OG18G,Gerência Campo Grande,Operacional,Unidade operacional,OP,GERÊNCIA,Unid. Oper.,43030000,15010.0,"Avenida Manuel Caldeira de Alvarenga, 1185",Campo Grande,23070200,98235-1689,gilbertoejesus@prefeitura.rio / comlurb.og18campogrande@gmail.com,-22.90000251323228,-43.57726692901039,"http://maps.google.com/maps?q=&layer=c&cbll=-22.90000251,-43.57726693",,OK,"Natureza OP, unidade operacional ou diretoria operacional",,{69B01954-FB28-4045-9279-07841C70AD4D}
223,DSU,UCS,UDS-N,Divisão de Coleta Seletiva Norte,Operacional,Coleta seletiva / cooperativas,OP,DIVISÃO,Unid. Oper.,44120300,45435.0,"Rua Manuel Vitorino, 140",Encantado,20740-280,3275-1708,dirley.oliveira@prefeitura.rio,-22.89478820595954,-43.30367454655371,"http://maps.google.com/maps?q=&layer=c&cbll=-22.89478821,-43.30367455",,OK,"Natureza OP, unidade operacional ou diretoria operacional",,{02AD0373-5B2C-47B2-9186-FE37B2B1373B}
224,DSU,UCP,UGE-S,Gerência Adjunta de Serviços em Escolas Sudoeste,Operacional,Unidade operacional,OP,GERÊNCIA ADJUNTA,Unid. Oper.,44130100,45285.0,"Rua Manuel Vitorino, 140",Encantado,20740-280,98094-0564,leandro.desouza@prefeitura.rio,-22.89478820595954,-43.30367454655371,"http://maps.google.com/maps?q=&layer=c&cbll=-22.89478821,-43.30367455",,OK,"Natureza OP, unidade operacional ou diretoria operacional",,{9EF2E485-499A-43A8-8D6B-808A403C8F57}
225,DSU,UGE-S,UGE-S 1,Gerência Adjunta de Serviços em Escolas Sudoeste (1ª CRE),Operacional,Unidade operacional,,VIRTUAL,Unid. Oper.,44130113,45285.0,"Rua Manuel Vitorino, 140",Encantado,20740-280,,,-22.89478820595954,-43.30367454655371,"http://maps.google.com/maps?q=&layer=c&cbll=-22.89478821,-43.30367455",,OK,"Natureza OP, unidade operacional ou diretoria operacional","Setor virtual: pode aparecer como apoio/hierarquia, não necessariamente como ponto físico.",{FEFA2143-0D91-442B-8D39-2BD1110B16E7}
226,DSU,UGE-S,UGE-S 2,Gerência Adjunta de Serviços em Escolas Sudoeste (2ª CRE),Operacional,Unidade operacional,,VIRTUAL,Unid. Oper.,44130114,45285.0,"Rua Manuel Vitorino, 140",Encantado,20740-280,,,-22.89478820595954,-43.30367454655371,"http://maps.google.com/maps?q=&layer=c&cbll=-22.89478821,-43.30367455",,OK,"Natureza OP, unidade operacional ou diretoria operacional","Setor virtual: pode aparecer como apoio/hierarquia, não necessariamente como ponto físico.",{C418AEAB-8BF4-438D-AD05-72B18F56A5DB}
227,DSU,UGE-S,UGE-S 3,Gerência Adjunta de Serviços em Escolas Sudoeste (3ª CRE),Operacional,Unidade operacional,,VIRTUAL,Unid. Oper.,44130116,45285.0,"Rua Manuel Vitorino, 140",Encantado,20740-280,,,-22.89478820595954,-43.30367454655371,"http://maps.google.com/maps?q=&layer=c&cbll=-22.89478821,-43.30367455",,OK,"Natureza OP, unidade operacional ou diretoria operacional","Setor virtual: pode aparecer como apoio/hierarquia, não necessariamente como ponto físico.",{C1D9FB29-53E6-49D7-BD00-C22B29D3A6DF}
228,DSU,UGE-S,UGE-S 4,Gerência Adjunta de Serviços em Escolas Sudoeste (4ª CRE),Operacional,Unidade operacional,,VIRTUAL,Unid. Oper.,44130120,45285.0,"Rua Manuel Vitorino, 140",Encantado,20740-280,,,-22.89478820595954,-43.30367454655371,"http://maps.google.com/maps?q=&layer=c&cbll=-22.89478821,-43.30367455",,OK,"Natureza OP, unidade operacional ou diretoria operacional","Setor virtual: pode aparecer como apoio/hierarquia, não necessariamente como ponto físico.",{40FA51D6-ED90-4A99-ADFC-A7840A4691B9}
229,DSU,UGE-N,UGE-N 11,Gerência Adjunta de Serviços em Escolas Norte (11ª CRE),Apoio,Convênio SMS,,VIRTUAL,"Unid. Oper., Conv. SMS",44130204,45287.0,"Avenida General Osvaldo Cordeiro de Farias, 326",Marechal Hermes,21610-480,,,-22.86409604993901,-43.37347904480126,"http://maps.google.com/maps?q=&layer=c&cbll=-22.86409605,-43.37347904",,OK,"Órgão externo, convênio ou unidade de apoio",Convênio/estrutura externa: avaliar se entra como camada própria no HUB.,{505108B2-CA36-4CDA-9D38-B57FD4E7A2A2}
230,DSU,UGE-N,UGE-N 5,Gerência Adjunta de Serviços em Escolas Norte (5ª CRE),Apoio,Convênio SMS,,VIRTUAL,"Unid. Oper., Conv. SMS",44130211,45287.0,"Avenida General Osvaldo Cordeiro de Farias, 326",Marechal Hermes,21610-480,,,-22.86409604993901,-43.37347904480126,"http://maps.google.com/maps?q=&layer=c&cbll=-22.86409605,-43.37347904",,OK,"Órgão externo, convênio ou unidade de apoio",Convênio/estrutura externa: avaliar se entra como camada própria no HUB.,{0E74C094-B095-4BCE-A8C9-4ED8303622AF}
231,DSU,UGE-N,UGE-N 6,Gerência Adjunta de Serviços em Escolas Norte (6ª CRE),Apoio,Convênio SMS,,VIRTUAL,"Unid. Oper., Conv. SMS",44130212,45287.0,"Avenida General Osvaldo Cordeiro de Farias, 326",Marechal Hermes,21610-480,,,-22.86409604993901,-43.37347904480126,"http://maps.google.com/maps?q=&layer=c&cbll=-22.86409605,-43.37347904",,OK,"Órgão externo, convênio ou unidade de apoio",Convênio/estrutura externa: avaliar se entra como camada própria no HUB.,{FD41435A-6E99-467A-9B43-69BB36BE6842}
232,DSU,UGE-N,UGE-N 7,Gerência Adjunta de Serviços em Escolas Norte (7ª CRE),Apoio,Convênio SMS,,VIRTUAL,"Unid. Oper., Conv. SMS",44130215,45287.0,"Avenida General Osvaldo Cordeiro de Farias, 326",Marechal Hermes,21610-480,,,-22.86409604993901,-43.37347904480126,"http://maps.google.com/maps?q=&layer=c&cbll=-22.86409605,-43.37347904",,OK,"Órgão externo, convênio ou unidade de apoio",Convênio/estrutura externa: avaliar se entra como camada própria no HUB.,{C4A3B96B-2F1C-4679-9C1A-58F2EF7AFA40}
233,DSU,UCV,UGV-M,Gerência de Manejo Arbóreo Marechal Hermes,Apoio,Convênio SMS,OP,GERÊNCIA,"Unid. Oper., Conv. SMS",44146000,52372.0,"Avenida General Osvaldo Cordeiro de Farias, 326",Marechal Hermes,21610-480,98094-3641,rodrigo.magalhaes@prefeitura.rio,-22.86409604993901,-43.37347904480126,"http://maps.google.com/maps?q=&layer=c&cbll=-22.86409605,-43.37347904",,OK,"Órgão externo, convênio ou unidade de apoio",Convênio/estrutura externa: avaliar se entra como camada própria no HUB.,{12FE64EC-7692-49E1-AF37-80672BE725B9}
234,DLU,LRN,NG15H,Gerência Marechal Hermes,Apoio,Convênio SMS,OP,GERÊNCIA,"Unid. Oper., Conv. SMS",45080000,16036.0,"Avenida General Osvaldo Cordeiro de Farias, 326",Marechal Hermes,21610-480,98094-5847,vania.domingos@prefeitura.rio / dsn.ng15h1@gmail.com,-22.86409604993901,-43.37347904480126,"http://maps.google.com/maps?q=&layer=c&cbll=-22.86409605,-43.37347904",,OK,"Órgão externo, convênio ou unidade de apoio",Convênio/estrutura externa: avaliar se entra como camada própria no HUB.,{BBC33523-E380-4C87-97C5-85E1E4ABA4D0}
235,COML,COM,COML06 - APA 5,Secretaria Municipal de Educação – APA 5ª CRE,Apoio,Convênio SMS,,ÓRGÃO EXTERNO,"Unid. Oper., Conv. SMS",81060005,,"Avenida General Osvaldo Cordeiro de Farias, 326",Marechal Hermes,21610-480,,,-22.86409604993901,-43.37347904480126,"http://maps.google.com/maps?q=&layer=c&cbll=-22.86409605,-43.37347904",,OK,"Órgão externo, convênio ou unidade de apoio",Convênio/estrutura externa: avaliar se entra como camada própria no HUB.,{AE97FC83-A4CE-451D-B9F1-5AEE4BD6E576}
236,COML,COM,COML06 - APA 6,Secretaria Municipal de Educação – APA 6ª CRE,Apoio,Convênio SMS,,ÓRGÃO EXTERNO,"Unid. Oper., Conv. SMS",81060006,,"Avenida General Osvaldo Cordeiro de Farias, 326",Marechal Hermes,21610-480,,,-22.86409604993901,-43.37347904480126,"http://maps.google.com/maps?q=&layer=c&cbll=-22.86409605,-43.37347904",,OK,"Órgão externo, convênio ou unidade de apoio",Convênio/estrutura externa: avaliar se entra como camada própria no HUB.,{4F8D5151-DC9C-4ED7-98E9-E176AB7AC319}
237,COML,COM,COML06 - APA 7,Secretaria Municipal de Educação – APA 7ª CRE,Apoio,Convênio SMS,,ÓRGÃO EXTERNO,"Unid. Oper., Conv. SMS",81060007,,"Avenida General Osvaldo Cordeiro de Farias, 326",Marechal Hermes,21610-480,,,-22.86409604993901,-43.37347904480126,"http://maps.google.com/maps?q=&layer=c&cbll=-22.86409605,-43.37347904",,OK,"Órgão externo, convênio ou unidade de apoio",Convênio/estrutura externa: avaliar se entra como camada própria no HUB.,{9C7414F5-052B-4E87-ABF2-735A39ED2CF8}
238,COML20,COML20M,COML20D6,Convênio SMS/COMLURB Divisão Operacional 6,Apoio,Convênio SMS,,ÓRGÃO EXTERNO,"Unid. Oper., Conv. SMS",82020600,,"Avenida General Osvaldo Cordeiro de Farias, 328",Marechal Hermes,21610-480,,,-22.86409604993901,-43.37347904480126,"http://maps.google.com/maps?q=&layer=c&cbll=-22.86409605,-43.37347904",,OK,"Órgão externo, convênio ou unidade de apoio",Convênio/estrutura externa: avaliar se entra como camada própria no HUB.,{7F8CE38A-3531-479F-ADC4-DFFF0AAEFC9B}
239,DLU,SG05C,SG05-CS,Gerência Adjunta Copacabana Sul,Operacional,Unidade operacional,OP,GERÊNCIA ADJUNTA,Unid. Oper.,41084000,14948.0,"Rua Pompeu Loureiro, 2",Copacabana,22061-000,97039-3365,rogeriooalmeida@prefeitura.rio / dss.sg05c@gmail.com,-22.97167030802004,-43.19164564747116,"http://maps.google.com/maps?q=&layer=c&cbll=-22.97167031,-43.19164565",,OK,"Natureza OP, unidade operacional ou diretoria operacional",,{9037FF37-3964-4DB8-BF65-DAB69A40F109}
240,DLU,SG05-CS,SG05-CS-P,Gerência Adjunta Copacabana Sul - Parque,Operacional,Unidade operacional,,VIRTUAL,Unid. Oper.,41084001,14948.0,"Rua Pompeu Loureiro, 2",Copacabana,22061-000,97039-3365,dss.sg05c@gmail.com,-22.97167030802004,-43.19164564747116,"http://maps.google.com/maps?q=&layer=c&cbll=-22.97167031,-43.19164565",,OK,"Natureza OP, unidade operacional ou diretoria operacional","Setor virtual: pode aparecer como apoio/hierarquia, não necessariamente como ponto físico.",{50236D5E-AEEB-426E-94D0-8BFD2A456E13}
241,DSU,UGT,UGR,Gerência Adjunta de Controle de Vetores,Apoio,Convênio SMS,OP,GERÊNCIA ADJUNTA,"Unid. Oper., Conv. SMS",44132200,48854.0,"Rua Rio Grande do Sul, 26",Méier,20775-100,98094-6038,marcio.anjos@prefeitura.rio,-22.89861969235159,-43.27637474506928,"http://maps.google.com/maps?q=&layer=c&cbll=-22.89861969,-43.27637475",,OK,"Órgão externo, convênio ou unidade de apoio",Convênio/estrutura externa: avaliar se entra como camada própria no HUB.,{D27B61E1-C920-4B09-B17D-42F4A62A4533}
242,DSU,UGR,UDR-N,Divisão de Controle de Vetores e Pragas Norte,Apoio,Convênio SMS,OP,DIVISÃO,"Unid. Oper., Conv. SMS",44132220,48852.0,"Rua Rio Grande do Sul, 26",Méier,20775-100,98094-6270,rosilene.machado@prefeitura.rio,-22.89861969235159,-43.27637474506928,"http://maps.google.com/maps?q=&layer=c&cbll=-22.89861969,-43.27637475",,OK,"Órgão externo, convênio ou unidade de apoio",Convênio/estrutura externa: avaliar se entra como camada própria no HUB.,{93659E65-6FBE-4F00-9008-0480B1EF5FA3}
243,DSU,UCV,UGV-N,Gerência de Manejo Arbóreo Norte,Apoio,Convênio SMS,OP,GERÊNCIA,"Unid. Oper., Conv. SMS",44143000,48868.0,"Rua Rio Grande do Sul, 26",Méier,20775-100,98094-3787,wallace.figueira@prefeitura.rio,-22.89861969235159,-43.27637474506928,"http://maps.google.com/maps?q=&layer=c&cbll=-22.89861969,-43.27637475",,OK,"Órgão externo, convênio ou unidade de apoio",Convênio/estrutura externa: avaliar se entra como camada própria no HUB.,{4604F208-7F7F-46C1-A8CC-AA01DEA2343D}
244,DLU,LRN,NCG,Coordenadoria de Apoio e Gestão,Apoio,Convênio SMS,ADM,COORDENADORIA,"Unid. Oper., Conv. SMS",45130000,45328.0,"Rua Rio Grande do Sul, 26",Méier,20775100,98094-3833,m.souza@prefeitura.rio / monica.comlurb@gmail.com,-22.89861969235159,-43.27637474506928,"http://maps.google.com/maps?q=&layer=c&cbll=-22.89861969,-43.27637475",,OK,"Órgão externo, convênio ou unidade de apoio",Convênio/estrutura externa: avaliar se entra como camada própria no HUB.,{A1CFD5D6-121D-4884-9A6F-8EAAB84ECD9D}
245,DLU,LRC,CG13M,Gerência Méier,Apoio,Convênio SMS,OP,GERÊNCIA,"Unid. Oper., Conv. SMS",47054000,14972.0,"Rua Rio Grande do Sul, 26",Méier,20775-100,98094-6508,carlos.bezerra@prefeitura.rio / dsn.ng13m@gmail.com,-22.89861969235159,-43.27637474506928,"http://maps.google.com/maps?q=&layer=c&cbll=-22.89861969,-43.27637475",,OK,"Órgão externo, convênio ou unidade de apoio",Convênio/estrutura externa: avaliar se entra como camada própria no HUB.,{4338B882-2EC4-47D3-BD51-726C15B2A2DD}
246,COML20,COML20,COML20DP,Convênio SMS/COMLURB Divisão de Controle de Pessoal,Gestão de Pessoas,Convênio SMS,,ÓRGÃO EXTERNO,"Unid. Oper., Conv. SMS",82000100,,"Rua Rio Grande do Sul, 26",Méier,20775-100,,,-22.89861969235159,-43.27637474506928,"http://maps.google.com/maps?q=&layer=c&cbll=-22.89861969,-43.27637475",,OK,Diretoria DGG ou termos de RH/saúde ocupacional,,{89364B3A-07E7-4E65-8556-EA7C7BE3B8F8}
247,COML,COM,COML06 - APA 8,Secretaria Municipal de Educação – APA 8ª CRE,Apoio,Ecoponto,,ÓRGÃO EXTERNO,"Unid. Oper. (ECOPONTO), Coop. Catadores",81060008,,"Rua Roque Barbosa, 390",Bangu,21863-425,,,-22.85069745242878,-43.46373231517114,"http://maps.google.com/maps?q=&layer=c&cbll=-22.85069745,-43.46373232",,OK,"Órgão externo, convênio ou unidade de apoio",,{9124B35A-36BC-4624-8D5E-1A8546C0BD6F}
248,COML,COM,COML06 - APA 9,Secretaria Municipal de Educação – APA 9ª CRE,Apoio,Ecoponto,,ÓRGÃO EXTERNO,"Unid. Oper. (ECOPONTO), Coop. Catadores",81060009,,"Rua Roque Barbosa, 390",Bangu,21863-425,,,-22.85069745242878,-43.46373231517114,"http://maps.google.com/maps?q=&layer=c&cbll=-22.85069745,-43.46373232",,OK,"Órgão externo, convênio ou unidade de apoio",,{87286814-C9C0-40E5-B57F-2527F108C2DE}
249,COML,COM,COML06 - APA 10,Secretaria Municipal de Educação – APA 10ª CRE,Apoio,Ecoponto,,ÓRGÃO EXTERNO,"Unid. Oper. (ECOPONTO), Coop. Catadores",81060010,,"Rua Roque Barbosa, 390",Bangu,21863-425,,,-22.85069745242878,-43.46373231517114,"http://maps.google.com/maps?q=&layer=c&cbll=-22.85069745,-43.46373232",,OK,"Órgão externo, convênio ou unidade de apoio",,{DF06EDC5-E9CE-437D-88E2-F561B3A43DCA}
250,DLU,LRS,SG04B-P,Gerência Botafogo - Parque,Operacional,Unidade operacional,,VIRTUAL,Unid. Oper.,41060001,14941.0,"Rua Professor Álvaro Rodrigues, 420",Botafogo,22280-040,,,-22.9526461980566,-43.184845399872,"http://maps.google.com/maps?q=&layer=c&cbll=-22.9526462,-43.1848454",,OK,"Natureza OP, unidade operacional ou diretoria operacional","Setor virtual: pode aparecer como apoio/hierarquia, não necessariamente como ponto físico.",{170B04FD-FE25-41AB-9F68-0273A20F49DF}
251,DLU,LRB,BG24B,Gerência Barra da Tijuca,Operacional,Unidade operacional,OP,GERÊNCIA,Unid. Oper.,46020000,14998.0,"Avenida Ayrton Senna, 2001",Barra da Tijuca,22755002,969423112,fs.souza@prefeitura.rio / bg24bdsb@gmail.com,-22.99289143804819,-43.36679916156873,"http://maps.google.com/maps?q=&layer=c&cbll=-22.99289144,-43.36679916",,OK,"Natureza OP, unidade operacional ou diretoria operacional",,{87F84556-05FE-44E4-83DA-FDCA1E7EBF12}
252,DLU,BG24R,BG24V,Gerência Adjunta Vargem Grande,Operacional,Unidade operacional,OP,GERÊNCIA ADJUNTA,Unid. Oper.,46032000,15002.0,"Avenida Genaro de Carvalho, S/N",Recreio dos Bandeirantes,22795-077,981383396,felipe.moreira@prefeitura.rio / bg24vdsb@gmail.com,-23.01726896486876,-43.4638654041737,"http://maps.google.com/maps?q=&layer=c&cbll=-23.01726896,-43.4638654",,OK,"Natureza OP, unidade operacional ou diretoria operacional",,{8684B493-E658-49F1-ABD5-785A5E8A1E75}
253,DSU,UCV,UGV-B,Gerência de Manejo Arbóreo Barra,Operacional,Manejo arbóreo,OP,GERÊNCIA,Unid. Oper.,44142000,48869.0,"Estrada da Covanca, 152",Tanque,22735-020,98094-5996,alberto.medeiros@prefeitura.rio,-22.91891380614107,-43.35835600221453,"http://maps.google.com/maps?q=&layer=c&cbll=-22.91891381,-43.358356",,OK,"Natureza OP, unidade operacional ou diretoria operacional",,{E4D0F839-DB11-4948-8C3F-9D6C5B58F3F6}
254,DLU,LRN,NG14I,Gerência Irajá,Operacional,Limpeza hospitalar,OP,GERÊNCIA,"Unid. Oper., Coop. Catad., Col. Hosp.",45060000,14979.0,"Rua Monsenhor Félix, 512",Irajá,21235-110,98094-6530,nilton.parreira@prefeitura.rio / dsn.ng14m@gmail.com,-22.84635318572439,-43.32220662467676,"http://maps.google.com/maps?q=&layer=c&cbll=-22.84635319,-43.32220662",,OK,"Natureza OP, unidade operacional ou diretoria operacional",,{CD90AF46-A8F0-40F9-8986-590F5FB95342}
255,DLU,TCP,TGM,Gerência de Manutenção de Veículos e Equipamentos,Manutenção,Limpeza hospitalar,OP,GERÊNCIA,"Unid. Oper., Coop. Catad., Col. Hosp.",67003000,45841.0,"Avenida Monsenhor Félix, 512",Irajá,21235-110,981699200 / 980940793,sergio.gallarotti@prefeitura.rio,-22.84635318572439,-43.32220662467676,"http://maps.google.com/maps?q=&layer=c&cbll=-22.84635319,-43.32220662",,OK,"Termos de frota, manutenção, oficina ou logística",,{FD4D28A2-2D17-4192-8096-E4948AEF03F6}
257,DLU,BD16S,BD16S-P,Divisão de Serviços Praça Seca - Parque,Operacional,Unidade operacional,,VIRTUAL,Unid. Oper.,46041001,17890.0,"Praça Barão da Taquara, 9",Praça Seca,21321010,964750182,bg16sdsb@gmail.com,-22.89768458857034,-43.35134813868193,"http://maps.google.com/maps?q=&layer=c&cbll=-22.89768459,-43.35134814",,OK,"Natureza OP, unidade operacional ou diretoria operacional","Setor virtual: pode aparecer como apoio/hierarquia, não necessariamente como ponto físico.",{C6ECE569-C1E9-4B13-8285-233ED79D5A5D}
259,DLU,SG05C,SG05C-P,Gerência Copacabana - Parque,Operacional,Unidade operacional,,VIRTUAL,Unid. Oper.,41080002,14946.0,"Rua Gustavo Sampaio, 2",Leme,22010-010,98094-7536,dss.sg05c@gmail.com,-22.96138107823892,-43.1654956895504,"http://maps.google.com/maps?q=&layer=c&cbll=-22.96138108,-43.16549569",,OK,"Natureza OP, unidade operacional ou diretoria operacional","Setor virtual: pode aparecer como apoio/hierarquia, não necessariamente como ponto físico.",{276AF28A-8371-4AB4-A2B0-7C406BAD878C}
260,DLU,LRS,SG02C,Gerência Centro,Apoio,Ecoponto,OP,GERÊNCIA,"Unid. Oper. (ECOPONTO), Conv. SMS",41020000,14929.0,"Rua República do Líbano, 54",Centro,20061-030,980946771 / 973421787,eduardo.dos@prefeitura.rio / dss.sg02c @gmail.com,-22.90631544117359,-43.18560896876186,"http://maps.google.com/maps?q=&layer=c&cbll=-22.90631544,-43.18560897",,OK,"Órgão externo, convênio ou unidade de apoio",Convênio/estrutura externa: avaliar se entra como camada própria no HUB.,{FC4F1FDA-343F-4C43-9CD0-0372AF5380A9}
261,DLU,SG02C,SG02C-P,Gerência Centro - Parque,Apoio,Ecoponto,,VIRTUAL,"Unid. Oper. (ECOPONTO), Conv. SMS",41020001,14929.0,"Rua República do Líbano, 54",Centro,20061-030,980946771 / 973421787,dss.sg02c@gmail.com,-22.90631544117359,-43.18560896876186,"http://maps.google.com/maps?q=&layer=c&cbll=-22.90631544,-43.18560897",,OK,"Órgão externo, convênio ou unidade de apoio",Convênio/estrutura externa: avaliar se entra como camada própria no HUB.,{286FAFAD-B131-4059-9A1A-4745D1C45F24}
262,DLU,SG02C,SG02L,Gerência Adjunta Lapa,Apoio,Ecoponto,OP,GERÊNCIA ADJUNTA,"Unid. Oper. (ECOPONTO), Conv. SMS",41025000,41891.0,"Rua República do Líbano, 54",Centro,20061-030,96409-6321,dss.sg02c@gmail.com,-22.90631544117359,-43.18560896876186,"http://maps.google.com/maps?q=&layer=c&cbll=-22.90631544,-43.18560897",,OK,"Órgão externo, convênio ou unidade de apoio",Convênio/estrutura externa: avaliar se entra como camada própria no HUB.,{D5CF65FE-71E0-4E6F-92F3-D01E5EAFF32E}
263,DLU,LRS,SCG,Coordenadoria de Apoio e Gestão,Apoio,Ecoponto,ADM,COORDENADORIA,"Unid. Oper. (ECOPONTO), Conv. SMS",41180000,16025.0,"Rua República do Líbano, 54",Centro,20061-030,97251-1575,viviane.pinto@prefeitura.rio / vivianemarques.comlurb@gmail.com,-22.90631544117359,-43.18560896876186,"http://maps.google.com/maps?q=&layer=c&cbll=-22.90631544,-43.18560897",,OK,"Órgão externo, convênio ou unidade de apoio",Convênio/estrutura externa: avaliar se entra como camada própria no HUB.,{B9CE91C5-6817-4C88-AA0C-6868A3504AF9}
264,DSU,UGR,UDR-S,Divisão de Controle de Vetores e Pragas Sul,Apoio,Ecoponto,OP,DIVISÃO,"Unid. Oper. (ECOPONTO), Conv. SMS",44132210,48853.0,"Rua República do Líbano, 54",Centro,20061-030,99565-8294,samuel.tome@prefeitura.rio,-22.90631544117359,-43.18560896876186,"http://maps.google.com/maps?q=&layer=c&cbll=-22.90631544,-43.18560897",,OK,"Órgão externo, convênio ou unidade de apoio",Convênio/estrutura externa: avaliar se entra como camada própria no HUB.,{48A1D3CF-798F-4A51-862A-582D8B8A3B06}
265,COML20,COML20M,COML20D1,Convênio SMS/COMLURB Divisão Operacional 1,Apoio,Ecoponto,,ÓRGÃO EXTERNO,"Unid. Oper. (ECOPONTO), Conv. SMS",82020100,,"Rua República do Líbano, 54",Centro,20061-030,,,-22.90631544117359,-43.18560896876186,"http://maps.google.com/maps?q=&layer=c&cbll=-22.90631544,-43.18560897",,OK,"Órgão externo, convênio ou unidade de apoio",Convênio/estrutura externa: avaliar se entra como camada própria no HUB.,{5E7FCD93-5196-41E7-B513-C01DF8BD4F93}
267,DLU,SG06L,SG06I,Gerência Adjunta Ipanema,Operacional,Unidade operacional,OP,GERÊNCIA ADJUNTA,Unid. Oper.,41092000,14951.0,"Avenida Epitácio Pessoa, S/N",Ipanema,22410-090,98094-7121,dss.sg06l@gmail.com,-22.98085882143771,-43.21404064750422,"http://maps.google.com/maps?q=&layer=c&cbll=-22.98085882,-43.21404065",,OK,"Natureza OP, unidade operacional ou diretoria operacional",,{067B9821-0AFE-4188-8EBB-665DDB89B40D}
268,DLU,SG06I,SG06I-P,Gerência Adjunta Ipanema - Parque,Operacional,Unidade operacional,,VIRTUAL,Unid. Oper.,41092002,14951.0,"Avenida Epitácio Pessoa, S/N",Ipanema,22410-090,98094-7121,dss.sg06l@gmail.com,-22.98085882143771,-43.21404064750422,"http://maps.google.com/maps?q=&layer=c&cbll=-22.98085882,-43.21404065",,OK,"Natureza OP, unidade operacional ou diretoria operacional","Setor virtual: pode aparecer como apoio/hierarquia, não necessariamente como ponto físico.",{4345E373-C081-43DF-A06A-994829539BC4}
